ids,bandgaps,_chemical_formula_sum,_chemical_formula_weight,_space_group_IT_number,_symmetry_cell_setting,_symmetry_space_group_name_H-M,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_formula_units_Z,_cell_length_a,_cell_length_b,_cell_length_c,_cell_measurement_reflns_used,_cell_measurement_temperature,_cell_measurement_theta_max,_cell_measurement_theta_min,_cell_volume,_diffrn_radiation_wavelength,_diffrn_reflns_av_R_equivalents,_diffrn_reflns_av_sigmaI/netI,_diffrn_reflns_limit_h_max,_diffrn_reflns_limit_h_min,_diffrn_reflns_limit_k_max,_diffrn_reflns_limit_k_min,_diffrn_reflns_limit_l_max,_diffrn_reflns_limit_l_min,_diffrn_reflns_number,_diffrn_reflns_theta_full,_diffrn_reflns_theta_max,_diffrn_reflns_theta_min,_exptl_absorpt_coefficient_mu,_exptl_absorpt_correction_T_max,_exptl_absorpt_correction_T_min,num_atoms,coulomb_original,coulomb_padded,eig
4074437,2.79,C15 H28 Mo N4 O2 P2,454.29,2.0,3.0,P -1,100.182,93.405,110.024,2.0,8.503,8.575,14.584,-100.1,200.0,-100.1,-100.1,975.05,0.71069,0.0,0.018,11.0,0.0,10.0,-11.0,18.0,-19.0,4267.0,-100.0,27.94,3.94,0.852,0.7849,0.7015,104,"[[3933.4017013   199.96074827  286.22167019 ...   39.67719828
   100.80536131   40.33314262]
 [ 199.96074827 3933.4017013    59.55272174 ...  108.57119226
    40.33314262  100.80536131]
 [ 286.22167019   59.55272174  332.34490564 ...   11.71341046
    36.9824645    11.49841594]
 ...
 [  39.67719828  108.57119226   11.71341046 ...   73.51669472
     7.70665833   16.5183666 ]
 [ 100.80536131   40.33314262   36.9824645  ...    7.70665833
    73.51669472    7.01666218]
 [  40.33314262  100.80536131   11.49841594 ...   16.5183666
     7.01666218   73.51669472]]","[[3933.4017013   199.96074827  286.22167019 ...    0.
     0.            0.        ]
 [ 199.96074827 3933.4017013    59.55272174 ...    0.
     0.            0.        ]
 [ 286.22167019   59.55272174  332.34490564 ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]","[4267.699976133702, 3770.9038214909883, 542.6444435890631, 375.3720026092398, 279.8673315858877, 275.6283324581598, 149.97304191112553, 108.78244264036731, 86.69252046381801, 78.96348040612128, 73.42284607740979, 70.504596636406, 67.19169920474407, 60.2659092637186, 56.87716276857179, 56.55626507850095, 53.13487876738963, 51.1711810142678, 49.576289767106246, 49.0183228001707, 46.18292582620619, 45.657249078286306, 34.28678058311307, 33.869594395025544, 31.582023280760854, 31.51811480673546, 27.970912859527445, 27.459177845580932, 21.383316931633527, 21.33400446470077, 17.555958296155346, 17.545571420204748, 17.054924497614124, 16.68589507330552, 16.160893927172634, 16.119492069079996, 14.33047987081179, 14.328218462540205, 12.965478653680355, 12.850777081400858, 12.03040644378959, 11.986568204670721, 9.23961348293814, 9.184842884157224, 8.792509806575014, 8.540047500628791, 8.402173050839146, 8.255732756236196, 0.4058579157212927, 0.3931995426282061, 0.27741317609684696, 0.27502700068405767, 0.2548946510371476, 0.2530512228267729, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017842282718855153, -0.04523799299582991, -0.07509706898200195, -0.09294288697711255, -0.09390086267471806, -0.10789396339386739, -0.12270890160670166, -0.12487425177411385, -0.1305353410530488, -0.13066633397594002, -0.14391807693133132, -0.15116364155986378, -0.1546337458293513, -0.15550295778512518, -0.1623800406121899, -0.16372571203109876, -0.17326221441984618, -0.17358081773496, -0.1819584832698774, -0.18294679046988965, -0.1975023921997573, -0.21661752689237337, -0.22597078399701437, -0.23311261843101466, -0.4564813667397428, -0.461991172529264, -0.4977984871733559, -0.49801661301988015, -0.5095199723131872, -0.510440211085835, -0.7676197780947884, -0.771575842257398, -0.8400240715680731, -0.84004667128118, -0.8920147388052752, -0.8927703625923953, -0.9693855679517899, -0.9697440272814886, -0.9699999412659306, -0.9701084879073965, -1.2031653427130506, -1.205856571049249, -1.3267873490021358, -1.3273290365459687, -1.3318565934664137, -1.3319065460569977, -1.3488250595007998, -1.3528985752418012, -1.4040338813288593, -1.4088805421468873]"
7226496,1.12,C11 H8 Cl4 O3,329.97,2.0,-100.1,P -1,84.549,86.322,78.859,2.0,6.5579,7.6349,15.6331,-100.1,293.0,71.949,8.239,763.67,0.71,0.071,-100.1,8.0,-7.0,9.0,-8.0,19.0,-14.0,4489.0,25.214,26.015,2.618,0.77,0.965,0.92,52,"[[ 0.5         0.25088692  0.43380177 ...  0.91166054  1.63957702
   1.08749958]
 [ 0.25088692  0.5         0.15925286 ...  1.31262376  1.08749958
   1.63957702]
 [ 0.43380177  0.15925286  0.5        ...  0.74049596  1.81480082
   0.85598122]
 ...
 [ 0.91166054  1.31262376  0.74049596 ... 73.51669472  4.88667033
  29.65531167]
 [ 1.63957702  1.08749958  1.81480082 ...  4.88667033 73.51669472
   5.40977502]
 [ 1.08749958  1.63957702  0.85598122 ... 29.65531167  5.40977502
  73.51669472]]","[[0.5        0.25088692 0.43380177 ... 0.         0.         0.        ]
 [0.25088692 0.5        0.15925286 ... 0.         0.         0.        ]
 [0.43380177 0.15925286 0.5        ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[982.2658584535666, 516.9357657927295, 424.2374075706044, 396.3838028457561, 373.4820798888938, 371.7791035505389, 362.10530309390253, 357.6565801265114, 128.8573070773829, 112.38908208053171, 95.31736204700238, 92.14037333384866, 67.37268322954448, 63.17769678044629, 59.756702427645614, 56.56880344997157, 46.897523920845614, 46.868066188720434, 34.07971481880594, 33.795511426064664, 28.73865399886706, 28.596924461496194, 20.73377991953951, 20.73215948170643, 19.12378972887053, 19.072826531922416, 17.658643349322034, 17.65232943979907, 12.57874575348706, 12.546157775251872, 7.721778962873774, 7.545565848177991, 7.518795192416113, 7.466197643085921, 5.746880752719175, 5.745921134027331, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14196087237669644, -0.14237683629052714, -0.1522437774659326, -0.15238768134950004, -0.513017996385406, -0.5172591371335461, -0.5413375254830127, -0.5463791528240127, -0.6647327450204217, -0.6652798801985662, -0.9311605998090969, -0.932034646221891, -1.0794456556548777, -1.0822318676680063, -1.425030510274413, -1.425428639507009]"
1507720,3.34,C19 H17 N O5,339.34,2.0,3.0,P -1,82.166,78.0,82.39,2.0,7.3309,9.447,11.4605,2987.0,173.0,27.43,2.69,764.66,0.71073,0.0244,0.0277,9.0,-9.0,12.0,-11.0,14.0,0.0,8848.0,27.45,27.45,1.83,0.108,0.9957,0.9633,84,"[[ 0.5         0.25308158  0.18843584 ...  1.35737     1.29312738
   1.01813625]
 [ 0.25308158  0.5         0.41160946 ...  1.09213405  1.01813625
   1.29312738]
 [ 0.18843584  0.41160946  0.5        ...  1.16688206  0.79264949
   1.9633648 ]
 ...
 [ 1.35737     1.09213405  1.16688206 ... 73.51669472  5.42044996
  11.0763926 ]
 [ 1.29312738  1.01813625  0.79264949 ...  5.42044996 73.51669472
   4.71283643]
 [ 1.01813625  1.29312738  1.9633648  ... 11.0763926   4.71283643
  73.51669472]]","[[0.5        0.25308158 0.18843584 ... 0.         0.         0.        ]
 [0.25308158 0.5        0.41160946 ... 0.         0.         0.        ]
 [0.18843584 0.41160946 0.5        ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[486.7720362544897, 174.73302694103933, 140.11250207843298, 113.38114627372894, 94.28861897001569, 89.49828478343518, 81.61188611212172, 81.40858447519668, 74.7680303114723, 71.79033992392445, 66.86264175467161, 59.97278640212292, 55.74267362274806, 53.31778581629516, 47.8905499408791, 46.69272835387638, 39.700363061079166, 39.11253904681441, 34.317377194906335, 32.62335791733373, 29.487502146941996, 29.0639583633634, 25.60436684842512, 24.662720521029865, 22.723467233653867, 22.058251887405785, 19.85813330349584, 19.58432539186296, 17.875853104638672, 17.843676936726823, 15.471829123896947, 15.446282062133067, 13.883100899448428, 13.817485522646745, 11.22586217299718, 11.182060658626266, 10.474961379287667, 10.447314212882533, 8.82515013592353, 8.731776546498246, 8.030200649099786, 7.963591344805922, 6.919319256284437, 6.837757613830914, 5.190194813480932, 5.176154873446089, 2.964507931465211, 2.9314511020174465, 1.1228439703378155, 1.1209924848951243, 0.24093227092691488, 0.23839602601029802, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09975529636187726, -0.10229426094373259, -0.13404808591620154, -0.1371391538134413, -0.1656636470992915, -0.1694272706897341, -0.40408241204850315, -0.41123764694390635, -0.42389614230498884, -0.5222078444193021, -0.5400921920371359, -0.5456473725899916, -0.5962302495610644, -0.5976810066592885, -0.6151697602982427, -0.6432279330289344, -0.6950326909207578, -0.6954540936933903, -0.7390321973874858, -0.7658332713649594, -0.8543859641536921, -0.8756903331276225, -0.9150204609376152, -0.9165201376033303, -0.920830134273294, -0.9269202909446791, -1.129426175181181, -1.1393920530307318, -1.2348581354756352, -1.2448939685419975, -1.4718645351322253, -1.476365730640577]"
7215594,2.85,C11 H10 Cl2 N2,241.11,9.0,1.0,C 1 c 1,90.0,100.024,90.0,4.0,4.6442,17.67,13.313,967.0,120.0,25.6,4.5,1075.8,0.6905,0.038,0.058,5.0,-5.0,21.0,-21.0,16.0,-16.0,3681.0,25.0,25.0,4.5,0.568,1.0,0.733,100,"[[5.00000000e-01 1.46116955e-01 1.09468322e-01 ... 2.17284118e+00
  2.72994244e+00 2.11005462e+00]
 [1.46116955e-01 5.00000000e-01 1.01636365e-01 ... 4.83514023e+00
  2.00866512e+00 2.72994244e+00]
 [1.09468322e-01 1.01636365e-01 5.00000000e-01 ... 2.43514765e+00
  4.83514023e+00 1.20886129e+00]
 ...
 [2.17284118e+00 4.83514023e+00 2.43514765e+00 ... 4.48794386e+02
  4.32968691e+01 3.16363449e+01]
 [2.72994244e+00 2.00866512e+00 4.83514023e+00 ... 4.32968691e+01
  4.48794386e+02 2.52369564e+01]
 [2.11005462e+00 2.72994244e+00 1.20886129e+00 ... 3.16363449e+01
  2.52369564e+01 4.48794386e+02]]","[[0.5        0.14611696 0.10946832 ... 0.         0.         0.        ]
 [0.14611696 0.5        0.10163636 ... 0.         0.         0.        ]
 [0.10946832 0.10163636 0.5        ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[918.2482181592767, 530.0995402948571, 461.67227247059236, 427.0146386601032, 404.7273377455677, 401.977433211409, 364.8539724250571, 362.61451449911965, 181.22380481759902, 133.20966171597124, 119.96280474836381, 119.42195010500382, 81.42126257060771, 79.7680680128897, 73.2513890243347, 69.40371421711758, 63.78617640716858, 60.36255939243428, 58.29688087569009, 57.0950575403378, 48.947670742314756, 47.807839673251, 37.80027633061818, 37.41978365983125, 32.830106638099124, 32.564356233987766, 30.623546240148382, 30.32543987476689, 29.9857312967916, 29.8698164109969, 27.912682001826163, 27.835655132666815, 25.12425698664313, 25.096914152681105, 23.283501029544155, 22.544255167159193, 14.869065455902602, 14.806223687416988, 13.592165847296519, 13.555873554193779, 11.937262888063762, 11.892904701747586, 11.362262997446935, 11.317957682855784, 9.763169840073674, 9.61781006356683, 9.239162935481124, 9.234731946359377, 8.760103760615834, 8.754538935504112, 6.61516204229193, 6.5233930275582255, 5.1400857554946535, 5.127076880668518, 4.733193883260525, 4.722130348321501, 4.317398075327276, 4.252570313193476, 1.272305898180634, 1.2371753813891657, 1.1112376362280465, 1.0004768809815852, 0.2205335223998663, 0.21024569822482084, 0.11396157513564519, 0.10984917536028879, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10795031619482698, -0.11573964967852038, -0.15178808973404223, -0.1532005338769342, -0.16016845905210966, -0.16616062168432158, -0.4546289218358412, -0.4723457834598552, -0.5050950924958235, -0.5132863698192013, -0.5191194414002568, -0.5518812149178304, -0.5540531533445847, -0.5593010190479877, -0.6253781741508891, -0.6316269771970414, -0.6731178910181814, -0.6977008942373352, -0.7882886681629828, -0.8079267645450083, -0.8608820843108886, -0.8615978502230527, -0.8838204011821839, -0.8998610802957303, -0.9877836026421217, -1.0146879970679477, -1.0940780968765902, -1.0952285182564363, -1.1350420805686887, -1.1379271215860907, -1.3497969219807742, -1.350206328859172, -1.464028404246066, -1.4680445110696816]"
2101963,3.15,C12 H13 N O2,203.24,14.0,1.0,P 1 21/c 1,90.0,110.89,90.0,4.0,22.455,5.286,9.313,25.0,103.0,13.0,5.0,1032.8,0.71073,0.052,-100.1,50.0,0.0,9.0,0.0,7.0,-7.0,2917.0,-100.1,25.0,2.0,0.09,-100.1,-100.1,112,"[[ 0.5         0.08784423  0.07708365 ...  1.16909477  0.95382791
   0.93526119]
 [ 0.08784423  0.5         0.19912479 ...  1.5260104   1.82497358
   0.89993782]
 [ 0.07708365  0.19912479  0.5        ...  0.93526119  1.5260104
   1.16909477]
 ...
 [ 1.16909477  1.5260104   0.93526119 ... 73.51669472 13.01405618
   7.55889009]
 [ 0.95382791  1.82497358  1.5260104  ... 13.01405618 73.51669472
  12.71377768]
 [ 0.93526119  0.89993782  1.16909477 ...  7.55889009 12.71377768
  73.51669472]]","[[0.5        0.08784423 0.07708365 ... 0.         0.         0.        ]
 [0.08784423 0.5        0.19912479 ... 0.         0.         0.        ]
 [0.07708365 0.19912479 0.5        ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[466.96443464306896, 186.28089562354964, 144.01166689315227, 131.37315584466052, 94.39619779649547, 91.66729448413751, 90.15125189659588, 85.87470630222973, 75.51266183172116, 73.62052648828487, 70.91254052453719, 70.30400523694634, 58.58135569121442, 58.383603201301305, 51.47824469974811, 50.38465932087548, 43.60372203413884, 43.52744506323, 40.4003351258716, 40.39977914469554, 37.66944376453105, 37.07643228451651, 36.29432254236134, 36.173479621257336, 32.53874676756827, 32.401387269600356, 28.764991223221536, 28.74540590056078, 27.73971052259028, 27.72019653897674, 23.62752274176891, 23.562406903987355, 18.411453497284036, 18.377293709827477, 18.098388550301973, 18.005109337964228, 16.33657636546057, 16.243955716461986, 14.521454286222763, 14.518421407717284, 12.076833720112676, 12.026219001662483, 11.478087563895981, 11.472715720538853, 9.415997086496528, 9.329562657050243, 6.979012980438637, 6.97826737455151, 6.922676890990354, 6.917511369060811, 6.5737941714486245, 6.57132054037009, 5.353189572064708, 5.339983694067958, 4.260600076557207, 4.258854869089857, 3.915128140111249, 3.9069754418289495, 3.5435954394079023, 3.528152999878367, 0.554490927667203, 0.5336001839766539, 0.36683934542564556, 0.366016975802271, 0.15942654911117538, 0.15939862507368208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016409036398495922, -0.01705818758347234, -0.06877773145567163, -0.07099228306420909, -0.09270664011611292, -0.09559289798434353, -0.11605318908895755, -0.11609369883133158, -0.14825760133852778, -0.14829792062414268, -0.257802857850221, -0.25798648702565236, -0.2834863736241929, -0.2838371422028961, -0.30798199822879047, -0.30807188203726377, -0.3499514282250427, -0.3512771455591177, -0.3746763667963129, -0.3749606318503592, -0.4126475968031907, -0.41717125916344644, -0.42045480834323556, -0.42096481449691747, -0.43700493391893164, -0.4393359808671072, -0.44194429428310905, -0.45147750860851366, -0.5422232009155792, -0.5425541299685639, -0.6703551940160203, -0.6704216344513554, -0.6857490476987889, -0.6857558672476193, -0.7141613129293694, -0.7147983870137291, -0.7203513704243414, -0.7211871111445362, -0.7400808917882312, -0.7406267045762028, -0.8290092895017538, -0.8291212265188561, -0.8851346678823448, -0.886206560090438, -0.9134905004662296, -0.91349599206727]"
7154039,3.47,C9 H9 N O2,163.17,14.0,1.0,P 1 21/c 1,90.0,108.64,90.0,4.0,7.804,13.07,8.448,25.0,293.0,14.0,9.0,816.5,0.71073,0.031,0.032,9.0,0.0,15.0,0.0,9.0,-10.0,1608.0,25.41,25.41,2.75,0.095,0.9906,0.9721,84,"[[ 0.5         0.13584302  0.32418771 ...  1.69904295  4.17210451
   1.08864364]
 [ 0.13584302  0.5         0.17723556 ...  0.80110107  0.9702329
   1.09932899]
 [ 0.32418771  0.17723556  0.5        ...  1.08864364  2.53356426
   1.69904295]
 ...
 [ 1.69904295  0.80110107  1.08864364 ... 73.51669472 12.17825716
   5.35514656]
 [ 4.17210451  0.9702329   2.53356426 ... 12.17825716 73.51669472
   8.81718383]
 [ 1.08864364  1.09932899  1.69904295 ...  5.35514656  8.81718383
  73.51669472]]","[[0.5        0.13584302 0.32418771 ... 0.         0.         0.        ]
 [0.13584302 0.5        0.17723556 ... 0.         0.         0.        ]
 [0.32418771 0.17723556 0.5        ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[437.05042754482764, 164.83154503479562, 127.64667356702834, 118.60086679599219, 100.8154155315617, 93.53357532778415, 77.64607746475454, 76.06130725609637, 67.87453493434958, 65.93120413089419, 59.272994254580006, 55.48369241037547, 55.15831026936327, 54.82750659402682, 46.560637478769024, 44.11147574159946, 34.59491096010583, 34.57625517771492, 32.533952872368864, 32.39215889966077, 30.138383181245608, 30.039248352725217, 28.776630614573005, 28.43257444638386, 23.150113268773012, 22.937795074670458, 20.364004033777242, 20.076246602819126, 18.499384771408504, 18.480657298339125, 16.98681143444665, 16.885036417954666, 11.425446613756579, 11.412503603070272, 10.17245538327838, 10.161936214630167, 9.357607178515439, 9.35643149355674, 8.828729815813238, 8.823789051790706, 5.219937139723998, 5.218943932826997, 5.021835668945304, 5.019233119268432, 4.347558718155494, 4.3443501688419515, 3.3998119298971576, 3.356866466486131, 0.3267383210060113, 0.3191102576093446, 0.12253484075187521, 0.12103854940458628, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.12307411775153375, -0.12341010428712702, -0.1551501701864478, -0.15583359440973726, -0.1876718488104912, -0.18829110219426093, -0.45079859847086423, -0.45175134621730495, -0.47619876547729495, -0.47648717472990065, -0.521727205859424, -0.522313625247971, -0.5811378839907332, -0.6100679508082, -0.7460723984856454, -0.7460929914904312, -0.7649478168407836, -0.7650237464292868, -0.7998606507439757, -0.7999557651112076, -0.9587300033543686, -0.959093649412521, -0.9897560372042267, -1.0126400927842476, -1.0713289802362067, -1.085497649351727, -1.345528496373301, -1.345600331899592, -1.3932025841442224, -1.3933684384019578, -1.4832343894789075, -1.4832441637798368]"
